title,rate,desc,tags,url
Develop My Website,$117,"This is an online Social Blogging forum! built on PHP [login to view URL]!
[login to view URL]

Please check the Website throughly and then Quote!

You may have to complete the front end and built an admin panel as well!

You may have to design and develop in ci!
so knowledge in CI , web designing and Photoshop is  prerequisite!","Codeigniter, Graphic Design, HTML, PHP, Website Design",https://www.freelancer.com/projects/php/develop-website-24431323/
agnet/website carection 2 -- 7,$4/hr,"I want website correction as for [login to view URL] and [login to view URL], mobile and desktop version and som development in the PHP worklist
Some work
[login to view URL] image
2. email template 
[login to view URL] function website in in website in in Hindi
4. Facebook login and secret ID and [login to view URL] profile review
6. astrologer","HTML, Javascript, MySQL, PHP, Website Design",https://www.freelancer.com/projects/html/agnet-website-carection-24431183/
C script to PHP conversion,$47,"hi , i need to convert from C language to PHP language script.
the C Script it's on github : 
[login to view URL]

i don't need all methods in script. 
contact me fo information.","C Programming, PHP",https://www.freelancer.com/projects/php/script-php-conversion/
web scraping,$127,"I need PHP or python script to get products values to use for making my site later. If you can do, let me know, please. Thanks.","PHP, Python, Web Scraping",https://www.freelancer.com/projects/php/web-scraping-24430504/
Looking for a PHP Developer for a small task,$18,"Hi,

I'm looking for a php developer for a small task. It will take him only 5 minutes to fix the code.

Thanks","HTML, Javascript, MySQL, PHP, Website Design",https://www.freelancer.com/projects/php/looking-for-php-developer-for-24430360/
integrar bigbluebutton con sistema php(zendframework 2),$204,"Necesito a alguien que tenga experiencia para que solo pueda integrar la api en php de bigbluebutton con mi sistema que esta hecho con zendframework 2, he estado intentando hacerlo utilizando este manual [login to view URL], pero no se ha podido","PHP, Software Architecture, Zend, Zendesk",https://www.freelancer.com/projects/php/integrar-bigbluebutton-con-sistema-php/
Need one designer and php developer,$6/hr,"I need some changes to an existing website. I need you to design and build a website for my small business.
1. Laravels developer in PHP
2. Wen designer","Graphic Design, PHP, Website Design",https://www.freelancer.com/projects/php/need-one-designer-php-developer/
Querry issue on custom php website,$26,"Need a php expert to fix query on custom php website. The query caused website to load very long, sometime crashed. Need to fix it asap, so ideally someone who is available and can do it quickly. Please write “query” ini your proposal. Thank you!","AJAX, MySQL, PHP, System Admin",https://www.freelancer.com/projects/ajax/querry-issue-custom-php-website/
Optimize MVC  PHP API Code for speed and security,$1104,"We have a a forked version of the calendar backend for a project called Easy Appointment, ([login to view URL]). We modified the code to support our calendar application built in react. Our version of this tool only uses the api from Easy Appointments. We don't use any GUI elements.

This task is all back end work optimizing the api, the MVC code to improve the efficiency of API queries, and ...","Amazon Web Services, MVC, MySQL, PHP, SQL",https://www.freelancer.com/projects/php/optimize-mvc-php-api-code/
Update PHP Code for API driven Calendar Application,$504,"We have a a forked version of the calendar backend for a project called Easy Appointment, ([login to view URL]).  We modified the code to support our calendar application built in react.  Our version of this tool only uses the api from Easy Appointments.  We don't use any GUI elements.

This task is all back end work optimizing the api, the MVC code to improve the efficiency of API queries, a...","Amazon Web Services, Javascript, MySQL, PHP, Software Architecture",https://www.freelancer.com/projects/php/update-php-code-for-api/
PHP DEVELOPER,$202,"NEED  A DEVELOPER WHO WILL DEVELOP BACKEND IN PHP CODEIGNITOR.
REQUIREMENT TO DEVELOP THE WHOLE WEBSITE FRONT +  BACKEND BOTH.
HAVING ATLEAST 4+ YEAR OF EXPERIENCE AS A PHP DEVELOPER.
WORK AS A FULL / PART TIME INDIVIDUAL FREELANCER.","Codeigniter, HTML, MySQL, PHP, Website Design",https://www.freelancer.com/projects/php/php-developer-24429307/
"website using PHP,MySQL,HTML,CSS",$26,"will design a website using PHP, MySQL, HTML, CSS and (possibly)
javascript.  Must write your server-side code in PHP, and use MySQL for your
database. You can customise the SQL script to suit your needs, but you should not remove existing
data. I have provided a sample database design with this document to get you started. Your
submission should contain","HTML, Javascript, MySQL, PHP, Website Design",https://www.freelancer.com/projects/php/website-using-php-mysql-html/
Improvement and maintenance,$10/hr,"For our projects, we are looking for PHP developers who can improve certain elements of our classic car advertising platform and keep maintaining the updates, etc. 

We would like to receive proper quotations in PDF form stating the hours needed, the rate per hour and contact details like business address, etc.

As we would like to meet face to face","Graphic Design, HTML, MySQL, PHP, Website Design",https://www.freelancer.com/projects/php/improvement-maintenance/
admin panel PHP,$501,"Hi
I want a connect the game  unity with control panel PHP","Blog Install, Graphic Design, PHP, Unity 3D, Website Design",https://www.freelancer.com/projects/blog-install/admin-panel-php/
"Hiring For New Android App Developer, Dotnet Developer, Website Developer and Python Expert",$358,"...Xamrin Also. He/She must Know About Api Integration and Development.

For Website Development      -------->   Needed Expert in HTML5, CSS3, Bootstrap, Wordpress, JavaScript, PHP, and Laravel also. He/She must Know About Api Integration and Development.

For Python Developer      ------->   Needed Expert in Python. He/She Must Know  How to develop 17",".NET, Mobile App Development, Oracle, Python, Web Development",https://www.freelancer.com/projects/mobile-phone/hiring-for-new-android-app/
Modify PHP script that displays a sitemap -- READ BRIEF BEFORE BIDDING,$182,"...like the style of the website.  
[login to view URL]

Unfortunately I am not as conversant with php as I am with html so I need a competent designer/developer to modify the php script and associated css so [login to view URL] matches the website. This will require the insertion [login to view URL], [login to view URL] and breadcrumbs","CSS, HTML, Javascript, PHP, Website Design",https://www.freelancer.com/projects/css/modify-php-script-that-displays/
PHP/Laravel developer,$30,"I am looking for php developer
we have a PHP project from codecanyon, we have installed it on our server, we just need someone to solve small issues preventing the project from running fully along with SMTP, and stripe setup.","HTML, Laravel, MySQL, PHP, Website Design",https://www.freelancer.com/projects/php/php-laravel-developer-24427465/
make my project attractive in php,$76,visitor gate pass is the project title it is very small  need to make the project attractive with graphics like pictures videos etc,"Creative Design, Graphic Design, Photography, PHP",https://www.freelancer.com/projects/php/make-project-attractive-php/
Modify PHP script that displays a sitemap,$162,"...like the style of the website.  
[login to view URL]

Unfortunately I am not as conversant with php as I am with html so I need a competent designer/developer to modify the php script and associated css so [login to view URL] matches the website. This will require the insertion [login to view URL], [login to view URL] and breadcrumbs","CSS, HTML, Javascript, PHP, Website Design",https://www.freelancer.com/projects/php/modify-php-script-that-displays/
I need an example of basic php/python script with unit test,$28,"I want to run this on Jenkins. 
If you know how to do that and you can provide the script and the unitest as well as small tutorial on how to run it as a part from a pipeline, please send me a message

Thank you
Manny","Jenkins, PHP, Python, Testing / QA",https://www.freelancer.com/projects/python/need-example-basic-php-python/
